web-scraper-order,web-scraper-start-url,link2,link2-href,name,degree,speciality,price,verified,yearsofexp,region
1695141072-95,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anusha N D,https://www.practo.com/bangalore/doctor/dr-anusha-n-d-endocrinologist-1?practice_id=1422478&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Anusha N D,"MBBS, MD - General Medicine, DM - Endocrinology","General Physician,",₹ 700,Medical Registration Verified,12 Years Experience Overall  (6 years as specialist),J P Nagar
1695141082-96,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Lakshmikanth N,https://www.practo.com/bangalore/doctor/dr-lakshmikanth-n-general-physician-1?practice_id=1428535&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Lakshmikanth N,"MBBS, MD - General Medicine","General Physician,",₹ 700,Medical Registration Verified,15 Years Experience Overall  (5 years as specialist),Jayanagar
1695141093-97,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Muhammad Ameen,https://www.practo.com/bangalore/doctor/dr-muhammad-ameen-family-physician?practice_id=1325336&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Muhammad Ameen,MBBS,"General Physician,",₹ 500,Medical Registration Verified,20 Years Experience Overall,Whitefield
1695141104-98,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. KVS Mahesh,https://www.practo.com/bangalore/doctor/kvs-mahesh-diabetologist?practice_id=1393793&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. KVS Mahesh,MBBS,"General Physician,",₹ 700,Medical Registration Verified,27 Years Experience Overall,Indiranagar
1695141115-99,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sudhindra,https://www.practo.com/bangalore/doctor/dr-sudhindra-diabetologist?practice_id=1258982&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Sudhindra,"MBBS, MD - General Medicine","General Physician,",₹ 500,Medical Registration Verified,27 Years Experience Overall  (23 years as specialist),J P Nagar
1695141127-100,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Huzefa Suratwala  Ismail,https://www.practo.com/bangalore/doctor/dr-huzefa-general-physician-1?practice_id=1379238&specialization=General%20Physician&referrer=doctor_listing&page_uid=44586317-8026-4462-bbae-d426f120e537,Dr. Huzefa Suratwala  Ismail,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - General Medicine","General Physician,",₹ 700,Medical Registration Verified,24 Years Experience Overall  (21 years as specialist),Electonic city
1695141137-101,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Karunesh Kumar H S,https://www.practo.com/bangalore/doctor/karunesh-kumar-h-s-diabetologist?practice_id=901910&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Karunesh Kumar H S,"MBBS, MD - General Medicine","General Physician,",₹ 750,Medical Registration Verified,31 Years Experience Overall,Koramangla
1695141148-102,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Umesh Gupta,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5?practice_id=637575&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Umesh Gupta,"MBBS, MD - General Medicine, DNB - Cardiology","Internal Medicine,",₹ 800,Medical Registration Verified,20 Years Experience Overall  (19 years as specialist),Rajajinagar
1695141159-103,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Ravishankar Reddy C. R.,https://www.practo.com/bangalore/doctor/dr-ravishankar-reddy-c-r-diabetologist?practice_id=659126&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Ravishankar Reddy C. R.,"MBBS, MD - General Medicine, DNB - Neurology","Neurologist,","₹ 1,000",Medical Registration Verified,30 Years Experience Overall  (15 years as specialist),Koramangla
1695141170-104,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Tejas Suresh Rao,https://www.practo.com/bangalore/doctor/tejas-suresh-rao-general-physician?practice_id=1131812&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Tejas Suresh Rao,"MBBS, MD - General Medicine","General Physician,",₹ 850,Medical Registration Verified,13 Years Experience Overall  (12 years as specialist),Ashokanagar
1695141181-105,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Anusha N D,https://www.practo.com/bangalore/doctor/dr-anusha-n-d-endocrinologist-1?practice_id=1422478&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Anusha N D,"MBBS, MD - General Medicine, DM - Endocrinology","General Physician,",₹ 700,Medical Registration Verified,12 Years Experience Overall  (6 years as specialist),J P Nagar
1695141193-106,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Lakshmikanth N,https://www.practo.com/bangalore/doctor/dr-lakshmikanth-n-general-physician-1?practice_id=1428535&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Lakshmikanth N,"MBBS, MD - General Medicine","General Physician,",₹ 700,Medical Registration Verified,15 Years Experience Overall  (5 years as specialist),Jayanagar
1695141203-107,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Muhammad Ameen,https://www.practo.com/bangalore/doctor/dr-muhammad-ameen-family-physician?practice_id=1325336&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Muhammad Ameen,MBBS,"General Physician,",₹ 500,Medical Registration Verified,20 Years Experience Overall,Whitefield
1695141214-108,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. KVS Mahesh,https://www.practo.com/bangalore/doctor/kvs-mahesh-diabetologist?practice_id=1393793&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. KVS Mahesh,MBBS,"General Physician,",₹ 700,Medical Registration Verified,27 Years Experience Overall,Indiranagar
1695141224-109,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Sudhindra,https://www.practo.com/bangalore/doctor/dr-sudhindra-diabetologist?practice_id=1258982&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Sudhindra,"MBBS, MD - General Medicine","General Physician,",₹ 500,Medical Registration Verified,27 Years Experience Overall  (23 years as specialist),J P Nagar
1695141236-110,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22General%20Physician%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22subspeciality%22%7D%5D&city=Bangalore,Dr. Huzefa Suratwala  Ismail,https://www.practo.com/bangalore/doctor/dr-huzefa-general-physician-1?practice_id=1379238&specialization=General%20Physician&referrer=doctor_listing&page_uid=a67b77d1-19c2-43a0-acec-e9f4bd633da4,Dr. Huzefa Suratwala  Ismail,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), DNB - General Medicine","General Physician,",₹ 700,Medical Registration Verified,24 Years Experience Overall  (21 years as specialist),Electonic city
1695137674-1,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. P.R. Krishnan,https://www.practo.com/bangalore/doctor/dr-p-r-krishnan?practice_id=1131824&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=982e632a-5e75-4d8f-b6fc-40e4625632ee,Dr. P.R. Krishnan,"MBBS, MD - General Medicine, DM - Neurology, DNB - Neurology",Neurologist,₹ 700,Medical Registration Verified,30 Years Experience Overall  (21 years as specialist),Bannerghatta
1695137685-2,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Kalyani Dilip Karkare,https://www.practo.com/bangalore/doctor/dr-kalyani-dilip-karkare-neurologist?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=982e632a-5e75-4d8f-b6fc-40e4625632ee,Dr. Kalyani Dilip Karkare,"MBBS, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,19 Years Experience Overall  (13 years as specialist),Rajajinagar
1695137695-3,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Neeraj Balaini,https://www.practo.com/bangalore/doctor/dr-neeraj-balaini-neurologist?practice_id=1319951&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=982e632a-5e75-4d8f-b6fc-40e4625632ee,Dr. Neeraj Balaini,"MBBS, MD - Medicine, DM - Neurology",Neurologist,₹ 850,Medical Registration Verified,12 Years Experience Overall  (5 years as specialist),Whitefield
1695137706-4,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Anirudh V Kulkarni,https://www.practo.com/bangalore/doctor/anirudh-v-kulkarni-neurologist?practice_id=1122309&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=982e632a-5e75-4d8f-b6fc-40e4625632ee,Dr. Anirudh V Kulkarni,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 750,Medical Registration Verified,16 Years Experience Overall  (7 years as specialist),Electonic city
1695137728-5,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Balaji B S,https://www.practo.com/bangalore/doctor/balaji-b-s-neurologist-1?practice_id=1258011&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Balaji B S,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 700,Medical Registration Verified,15 Years Experience Overall  (4 years as specialist),Bomannahalli
1695137740-6,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Nikhil B,https://www.practo.com/bangalore/doctor/nikhil-b?practice_id=1311395&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Nikhil B,"MBBS, MD - General Medicine, DNB - Neurology","General Practitioner,",₹ 700,Medical Registration Verified,14 Years Experience Overall  (4 years as specialist),Banashankari
1695137752-7,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sabyasachi Basu,https://www.practo.com/bangalore/doctor/dr-sabyasachi-basu-neurosurgeon?practice_id=920071&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Sabyasachi Basu,"MBBS, MS - General Surgery, MCh - Neuro Surgery","Neurologist,","₹ 1,300",Medical Registration Verified,17 Years Experience Overall  (9 years as specialist),Koramangla
1695137763-8,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Satish Babu HV,https://www.practo.com/bangalore/doctor/sathish-babu-hv-neurologist?practice_id=873310&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Satish Babu HV,"MBBS, MCh - Neuro Surgery","Neurologist,","₹ 1,000",Medical Registration Verified,32 Years Experience Overall  (23 years as specialist),Hebbal
1695137774-9,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Preethish Kumar,https://www.practo.com/bangalore/doctor/dr-preethish-kumar-general-physician?practice_id=1276829&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Preethish Kumar,"MBBS, MRCP (UK), PhD - Neurology",Neurologist,₹ 800,Medical Registration Verified,10 Years Experience Overall  (4 years as specialist),Nagasandra
1695137784-10,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Jaychandran R,https://www.practo.com/bangalore/doctor/dr-jaychandran-r-neurologist?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Jaychandran R,"MBBS, DNB - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,19 Years Experience Overall  (18 years as specialist),Domlur
1695137795-11,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Santhosh Kumar,https://www.practo.com/bangalore/doctor/dr-santhosh-kumar-9-neurologist?practice_id=853078&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Santhosh Kumar,"DM - Neurology, MBBS","Neurologist,",₹ 800,Medical Registration Verified,17 Years Experience Overall  (15 years as specialist),J P Nagar
1695137807-12,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Rajesh B. Iyer,https://www.practo.com/bangalore/doctor/dr-rajesh-b-iyer-neurologist?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. Rajesh B. Iyer,"MD - General Medicine, DM - Neurology, MBBS",Neurologist,"₹ 1,000",Medical Registration Verified,28 Years Experience Overall  (19 years as specialist),Whitefield
1695137817-13,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. M Veerender Kumar,https://www.practo.com/bangalore/doctor/dr-m-veerender-kumar-neurologist?practice_id=853078&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. M Veerender Kumar,"MBBS, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,44 Years Experience Overall  (37 years as specialist),Jayanagar
1695137827-14,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. S. Raghavendra,https://www.practo.com/bangalore/doctor/dr-s-raghavendra-neurologist-neurologist?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=1c7e4fb6-6262-4812-bc10-f7822c838241,Dr. S. Raghavendra,"MD - General Medicine, MBBS, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,25 Years Experience Overall  (23 years as specialist),Whitefield
1695137849-15,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Sonali Bhattad,https://www.practo.com/bangalore/doctor/dr-sonali-bhattad-neurologist?practice_id=630200&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Sonali Bhattad,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,100",Medical Registration Verified,10 Years Experience Overall  (2 years as specialist),Indiranagar
1695137860-16,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Poonam Chandra Awatare,https://www.practo.com/bangalore/doctor/poonam-c-awatare-neurologist?practice_id=1131816&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Poonam Chandra Awatare,"MBBS, DNB - General Medicine, DNB - Neurology",Neurologist,₹ 850,Medical Registration Verified,6 Years Experience Overall  (3 years as specialist),Whitefield
1695137872-17,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Kishore K V,https://www.practo.com/bangalore/doctor/kishore-k-v-neurologist?practice_id=1131812&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Kishore K V,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,11 Years Experience Overall  (3 years as specialist),Yeshwanthpur
1695137882-18,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Chetan Kumar A,https://www.practo.com/bangalore/doctor/chetan-kumar-a-neurologist?practice_id=1131816&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Chetan Kumar A,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 850,Medical Registration Verified,13 Years Experience Overall  (4 years as specialist),Whitefield
1695137893-19,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Anil Ramakrishna,https://www.practo.com/bangalore/doctor/dr-anil-ramakrishna-neurologist-1?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Anil Ramakrishna,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,21 Years Experience Overall  (9 years as specialist),Seshadripuram
1695137905-20,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Saurabh Sadekar Gajanan,https://www.practo.com/bangalore/doctor/dr-saurabh-sadekar-gajanan-neurologist?practice_id=1041383&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Saurabh Sadekar Gajanan,"MBBS, MD - General Medicine, DNB - Neurology",Neurologist,₹ 750,Medical Registration Verified,11 Years Experience Overall  (3 years as specialist),Jayanagar
1695137915-21,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Prashanth L K,https://www.practo.com/bangalore/doctor/dr-prashanth-neurologist-3?practice_id=634957&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Prashanth L K,"MBBS, DM - Neurology",Neurologist,"₹ 1,450",Medical Registration Verified,22 Years Experience Overall  (14 years as specialist),Whitefield
1695137926-22,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Srinivas Raju D,https://www.practo.com/bangalore/doctor/dr-srinivas-raju-d-neurologist?practice_id=637575&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Srinivas Raju D,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,14 Years Experience Overall  (6 years as specialist),Hebbal
1695137937-23,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Soniya Tambe,https://www.practo.com/bangalore/doctor/soniya-tambe-neurologist?practice_id=1312752&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Soniya Tambe,"MBBS, MD - Pediatrics, DM - Neurology",Neurologist,₹ 900,Medical Registration Verified,14 Years Experience Overall  (3 years as specialist),Electonic city
1695137948-24,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Anil.R,https://www.practo.com/bangalore/doctor/dr-anil-ramakrishna-neurologist?practice_id=637575&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=2c2d712f-0d69-4460-9ceb-a34e64216ac1,Dr. Anil.R,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,21 Years Experience Overall  (8 years as specialist),Hebbal
1695137970-25,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Manjunath M,https://www.practo.com/bangalore/doctor/dr-manjunath-m-1-neurologist?practice_id=630200&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Manjunath M,"MD - General Medicine, DM - Neurology, MBBS",Neurologist,"₹ 1,100",Medical Registration Verified,18 Years Experience Overall  (8 years as specialist),Vijayanagar
1695137982-26,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Pramod Krishnan,https://www.practo.com/bangalore/doctor/dr-pramod-krishnan-1-neurologist?practice_id=630200&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Pramod Krishnan,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,100",Medical Registration Verified,22 Years Experience Overall  (10 years as specialist),Indiranagar
1695137993-27,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Suryanarayan Sharma,https://www.practo.com/bangalore/doctor/dr-suryanarayan-sharma-neurologist?practice_id=728755&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Suryanarayan Sharma,"MBBS, MD - General Medicine, DM - Neurology",Neurologist,"₹ 1,000",Medical Registration Verified,19 Years Experience Overall  (11 years as specialist),Bannerghatta
1695138003-28,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. A.K. Roy,https://www.practo.com/bangalore/doctor/dr-ajith-kumar-roy-neurologist-2?practice_id=630200&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. A.K. Roy,"MBBS, MD - Medicine, DM - Neurology",Neurologist,"₹ 1,100",Medical Registration Verified,45 Years Experience Overall  (44 years as specialist),Indiranagar
1695138014-29,https://www.practo.com/search/doctors?results_type=doctor&q=%5B%7B%22word%22%3A%22neurosurgeon%22%2C%22autocompleted%22%3Atrue%2C%22category%22%3A%22common_name%22%7D%5D&city=Bangalore,Dr. Shobha. N,https://www.practo.com/bangalore/doctor/shobha-n-neurologist?practice_id=711687&specialization=Neurosurgeon&referrer=doctor_listing&page_uid=a731c402-42fd-4352-805d-b51794240921,Dr. Shobha. N,"MBBS, DNB - General Medicine, DM - Neurology",Neurologist,₹ 800,Medical Registration Verified,29 Years Experience Overall  (16 years as specialist),Malleswaram
